Transcript stable ID version	Gene stable ID	Gene stable ID version
ENSMUST00000023054.13	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000176904.1	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000230135.1	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000230741.1	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000109620.9	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000165537.7	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000218842.1	ENSMUSG00000020137	ENSMUSG00000020137.5
ENSMUST00000020346.5	ENSMUSG00000020137	ENSMUSG00000020137.5
ENSMUST00000218989.1	ENSMUSG00000020137	ENSMUSG00000020137.5
ENSMUST00000079957.11	ENSMUSG00000058715	ENSMUSG00000058715.11
ENSMUST00000193973.1	ENSMUSG00000058715	ENSMUSG00000058715.11
ENSMUST00000112992.8	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000156669.1	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000112983.7	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000112987.7	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000112986.8	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000065001.11	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000091010.11	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000135741.7	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000124098.7	ENSMUSG00000026883	ENSMUSG00000026883.17
ENSMUST00000047749.6	ENSMUSG00000036934	ENSMUSG00000036934.9
ENSMUST00000040833.4	ENSMUSG00000038312	ENSMUSG00000038312.10
ENSMUST00000028610.9	ENSMUSG00000027187	ENSMUSG00000027187.10
ENSMUST00000111168.3	ENSMUSG00000027187	ENSMUSG00000027187.10
ENSMUST00000024171.13	ENSMUSG00000023403	ENSMUSG00000023403.14
ENSMUST00000163954.7	ENSMUSG00000023403	ENSMUSG00000023403.14
ENSMUST00000172459.7	ENSMUSG00000023403	ENSMUSG00000023403.14
ENSMUST00000167846.1	ENSMUSG00000023403	ENSMUSG00000023403.14
ENSMUST00000010974.8	ENSMUSG00000010830	ENSMUSG00000010830.8
ENSMUST00000201931.1	ENSMUSG00000048163	ENSMUSG00000048163.13
ENSMUST00000100874.5	ENSMUSG00000048163	ENSMUSG00000048163.13
ENSMUST00000201194.3	ENSMUSG00000048163	ENSMUSG00000048163.13
ENSMUST00000202555.1	ENSMUSG00000048163	ENSMUSG00000048163.13
ENSMUST00000199109.1	ENSMUSG00000048163	ENSMUSG00000048163.13
ENSMUST00000032715.12	ENSMUSG00000030505	ENSMUSG00000030505.17
ENSMUST00000106603.8	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000102723.10	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000106598.7	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000106597.9	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000102722.8	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000106600.8	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000106601.7	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000142722.1	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000153906.1	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000138972.7	ENSMUSG00000028546	ENSMUSG00000028546.17
ENSMUST00000106537.7	ENSMUSG00000034566	ENSMUSG00000034566.10
ENSMUST00000043931.8	ENSMUSG00000034566	ENSMUSG00000034566.10
ENSMUST00000073791.9	ENSMUSG00000034566	ENSMUSG00000034566.10
ENSMUST00000137754.1	ENSMUSG00000034566	ENSMUSG00000034566.10
ENSMUST00000180072.7	ENSMUSG00000034566	ENSMUSG00000034566.10
ENSMUST00000192151.5	ENSMUSG00000057072	ENSMUSG00000057072.11
ENSMUST00000077889.7	ENSMUSG00000057072	ENSMUSG00000057072.11
ENSMUST00000154051.7	ENSMUSG00000062949	ENSMUSG00000062949.13
ENSMUST00000033480.12	ENSMUSG00000062949	ENSMUSG00000062949.13
ENSMUST00000101527.2	ENSMUSG00000062949	ENSMUSG00000062949.13
ENSMUST00000042734.2	ENSMUSG00000038323	ENSMUSG00000038323.3
ENSMUST00000238410.1	ENSMUSG00000118415	ENSMUSG00000118415.1
ENSMUST00000113792.1	ENSMUSG00000034403	ENSMUSG00000034403.16
ENSMUST00000036354.6	ENSMUSG00000034403	ENSMUSG00000034403.16
ENSMUST00000113797.3	ENSMUSG00000034403	ENSMUSG00000034403.16
ENSMUST00000113790.7	ENSMUSG00000034403	ENSMUSG00000034403.16
ENSMUST00000167246.1	ENSMUSG00000034403	ENSMUSG00000034403.16
ENSMUST00000039177.11	ENSMUSG00000033308	ENSMUSG00000033308.16
ENSMUST00000149101.2	ENSMUSG00000033308	ENSMUSG00000033308.16
ENSMUST00000238499.1	ENSMUSG00000095474	ENSMUSG00000095474.2
ENSMUST00000178457.1	ENSMUSG00000095474	ENSMUSG00000095474.2
ENSMUST00000171503.7	ENSMUSG00000034623	ENSMUSG00000034623.14
ENSMUST00000089338.5	ENSMUSG00000034623	ENSMUSG00000034623.14
ENSMUST00000167830.2	ENSMUSG00000090436	ENSMUSG00000090436.2
ENSMUST00000226872.1	ENSMUSG00000022556	ENSMUSG00000022556.11
ENSMUST00000072838.5	ENSMUSG00000022556	ENSMUSG00000022556.11
ENSMUST00000227478.1	ENSMUSG00000022556	ENSMUSG00000022556.11
ENSMUST00000228371.1	ENSMUSG00000022556	ENSMUSG00000022556.11
ENSMUST00000229363.1	ENSMUSG00000022556	ENSMUSG00000022556.11
ENSMUST00000226238.1	ENSMUSG00000022556	ENSMUSG00000022556.11
ENSMUST00000228688.1	ENSMUSG00000022556	ENSMUSG00000022556.11
ENSMUST00000186442.6	ENSMUSG00000090272	ENSMUSG00000090272.9
ENSMUST00000188804.6	ENSMUSG00000090272	ENSMUSG00000090272.9
ENSMUST00000190651.3	ENSMUSG00000090272	ENSMUSG00000090272.9
ENSMUST00000026367.10	ENSMUSG00000025323	ENSMUSG00000025323.10
ENSMUST00000222314.1	ENSMUSG00000025323	ENSMUSG00000025323.10
ENSMUST00000221844.1	ENSMUSG00000025323	ENSMUSG00000025323.10
ENSMUST00000044089.3	ENSMUSG00000038997	ENSMUSG00000038997.4
ENSMUST00000022176.14	ENSMUSG00000021670	ENSMUSG00000021670.14
ENSMUST00000169945.7	ENSMUSG00000021670	ENSMUSG00000021670.14
ENSMUST00000170287.7	ENSMUSG00000021670	ENSMUSG00000021670.14
ENSMUST00000169202.1	ENSMUSG00000021670	ENSMUSG00000021670.14
ENSMUST00000169196.7	ENSMUSG00000021670	ENSMUSG00000021670.14
ENSMUST00000169966.1	ENSMUSG00000021670	ENSMUSG00000021670.14
ENSMUST00000171537.1	ENSMUSG00000021670	ENSMUSG00000021670.14
ENSMUST00000063785.11	ENSMUSG00000052099	ENSMUSG00000052099.14
ENSMUST00000224112.1	ENSMUSG00000052099	ENSMUSG00000052099.14
ENSMUST00000165710.1	ENSMUSG00000052099	ENSMUSG00000052099.14
ENSMUST00000170709.1	ENSMUSG00000052099	ENSMUSG00000052099.14
ENSMUST00000029806.12	ENSMUSG00000028159	ENSMUSG00000028159.14
ENSMUST00000136613.3	ENSMUSG00000028159	ENSMUSG00000028159.14
ENSMUST00000195157.1	ENSMUSG00000091685	ENSMUSG00000091685.6
ENSMUST00000164216.5	ENSMUSG00000091685	ENSMUSG00000091685.6
ENSMUST00000199658.1	ENSMUSG00000091685	ENSMUSG00000091685.6
ENSMUST00000133154.6	ENSMUSG00000061175	ENSMUSG00000061175.12
ENSMUST00000076136.6	ENSMUSG00000061175	ENSMUSG00000061175.12
ENSMUST00000239298.1	ENSMUSG00000061175	ENSMUSG00000061175.12
ENSMUST00000140190.7	ENSMUSG00000025946	ENSMUSG00000025946.13
ENSMUST00000027083.6	ENSMUSG00000025946	ENSMUSG00000025946.13
ENSMUST00000046959.8	ENSMUSG00000040966	ENSMUSG00000040966.10
ENSMUST00000233066.1	ENSMUSG00000040966	ENSMUSG00000040966.10
ENSMUST00000109075.7	ENSMUSG00000016253	ENSMUSG00000016253.12
ENSMUST00000016397.6	ENSMUSG00000016253	ENSMUSG00000016253.12
ENSMUST00000028859.7	ENSMUSG00000027380	ENSMUSG00000027380.10
ENSMUST00000110344.1	ENSMUSG00000027380	ENSMUSG00000027380.10
ENSMUST00000000724.14	ENSMUSG00000000708	ENSMUSG00000000708.14
ENSMUST00000164390.1	ENSMUSG00000000708	ENSMUSG00000000708.14
ENSMUST00000166525.1	ENSMUSG00000000708	ENSMUSG00000000708.14
ENSMUST00000136348.7	ENSMUSG00000036959	ENSMUSG00000036959.15
ENSMUST00000037596.12	ENSMUSG00000036959	ENSMUSG00000036959.15
ENSMUST00000114972.8	ENSMUSG00000036959	ENSMUSG00000036959.15
ENSMUST00000142160.2	ENSMUSG00000036959	ENSMUSG00000036959.15
ENSMUST00000000809.2	ENSMUSG00000000792	ENSMUSG00000000792.2
ENSMUST00000196652.4	ENSMUSG00000055385	ENSMUSG00000055385.12
ENSMUST00000212212.1	ENSMUSG00000055385	ENSMUSG00000055385.12
ENSMUST00000197384.4	ENSMUSG00000055385	ENSMUSG00000055385.12
ENSMUST00000200159.1	ENSMUSG00000055385	ENSMUSG00000055385.12
ENSMUST00000068946.7	ENSMUSG00000055385	ENSMUSG00000055385.12
ENSMUST00000196159.4	ENSMUSG00000037922	ENSMUSG00000037922.13
ENSMUST00000041577.12	ENSMUSG00000037922	ENSMUSG00000037922.13
ENSMUST00000198206.1	ENSMUSG00000037922	ENSMUSG00000037922.13
ENSMUST00000131933.7	ENSMUSG00000030769	ENSMUSG00000030769.15
ENSMUST00000033035.12	ENSMUSG00000030769	ENSMUSG00000030769.15
ENSMUST00000131461.2	ENSMUSG00000030769	ENSMUSG00000030769.15
ENSMUST00000127655.7	ENSMUSG00000030769	ENSMUSG00000030769.15
ENSMUST00000131209.1	ENSMUSG00000030769	ENSMUSG00000030769.15
ENSMUST00000167299.8	ENSMUSG00000030769	ENSMUSG00000030769.15
ENSMUST00000191047.6	ENSMUSG00000031927	ENSMUSG00000031927.9
ENSMUST00000060330.4	ENSMUSG00000031927	ENSMUSG00000031927.9
ENSMUST00000115161.7	ENSMUSG00000042182	ENSMUSG00000042182.16
ENSMUST00000129464.7	ENSMUSG00000042182	ENSMUSG00000042182.16
ENSMUST00000062289.10	ENSMUSG00000042182	ENSMUSG00000042182.16
ENSMUST00000058004.3	ENSMUSG00000114755	ENSMUSG00000114755.1
ENSMUST00000016696.12	ENSMUSG00000016552	ENSMUSG00000016552.13
ENSMUST00000117725.1	ENSMUSG00000016552	ENSMUSG00000016552.13
ENSMUST00000006544.8	ENSMUSG00000006378	ENSMUSG00000006378.15
ENSMUST00000229276.1	ENSMUSG00000006378	ENSMUSG00000006378.15
ENSMUST00000063918.3	ENSMUSG00000048562	ENSMUSG00000048562.7
ENSMUST00000223305.1	ENSMUSG00000048562	ENSMUSG00000048562.7
ENSMUST00000021209.7	ENSMUSG00000020848	ENSMUSG00000020848.7
ENSMUST00000160180.8	ENSMUSG00000024646	ENSMUSG00000024646.14
ENSMUST00000163083.1	ENSMUSG00000024646	ENSMUSG00000024646.14
ENSMUST00000171300.7	ENSMUSG00000025538	ENSMUSG00000025538.15
ENSMUST00000201874.3	ENSMUSG00000025538	ENSMUSG00000025538.15
ENSMUST00000105322.8	ENSMUSG00000078439	ENSMUSG00000078439.9
ENSMUST00000118206.1	ENSMUSG00000078439	ENSMUSG00000078439.9
ENSMUST00000096363.2	ENSMUSG00000071719	ENSMUSG00000071719.2
ENSMUST00000213256.1	ENSMUSG00000095187	ENSMUSG00000095187.2
ENSMUST00000167248.2	ENSMUSG00000095187	ENSMUSG00000095187.2
ENSMUST00000093923.8	ENSMUSG00000020687	ENSMUSG00000020687.13
ENSMUST00000106962.8	ENSMUSG00000020687	ENSMUSG00000020687.13
ENSMUST00000106961.1	ENSMUSG00000020687	ENSMUSG00000020687.13
ENSMUST00000043914.7	ENSMUSG00000021975	ENSMUSG00000021975.9
ENSMUST00000239450.1	ENSMUSG00000021975	ENSMUSG00000021975.9
ENSMUST00000239361.1	ENSMUSG00000118591	ENSMUSG00000118591.1
ENSMUST00000215360.1	ENSMUSG00000107645	ENSMUSG00000107645.2
ENSMUST00000204300.1	ENSMUSG00000107645	ENSMUSG00000107645.2
ENSMUST00000024596.9	ENSMUSG00000023829	ENSMUSG00000023829.9
ENSMUST00000094760.8	ENSMUSG00000073758	ENSMUSG00000073758.10
ENSMUST00000097891.3	ENSMUSG00000073758	ENSMUSG00000073758.10
ENSMUST00000102897.10	ENSMUSG00000038709	ENSMUSG00000038709.15
ENSMUST00000139256.1	ENSMUSG00000038709	ENSMUSG00000038709.15
ENSMUST00000239406.1	ENSMUSG00000038709	ENSMUSG00000038709.15
ENSMUST00000112636.7	ENSMUSG00000060988	ENSMUSG00000060988.12
ENSMUST00000112635.7	ENSMUSG00000060988	ENSMUSG00000060988.12
ENSMUST00000112634.7	ENSMUSG00000060988	ENSMUSG00000060988.12
ENSMUST00000136642.1	ENSMUSG00000060988	ENSMUSG00000060988.12
ENSMUST00000068595.5	ENSMUSG00000060988	ENSMUSG00000060988.12
ENSMUST00000033506.12	ENSMUSG00000031166	ENSMUSG00000031166.13
ENSMUST00000130832.7	ENSMUSG00000031166	ENSMUSG00000031166.13
ENSMUST00000115623.7	ENSMUSG00000031166	ENSMUSG00000031166.13
ENSMUST00000153839.1	ENSMUSG00000031166	ENSMUSG00000031166.13
ENSMUST00000021005.14	ENSMUSG00000020673	ENSMUSG00000020673.14
ENSMUST00000155263.1	ENSMUSG00000020673	ENSMUSG00000020673.14
ENSMUST00000171999.8	ENSMUSG00000116378	ENSMUSG00000116378.1
ENSMUST00000034136.11	ENSMUSG00000031700	ENSMUSG00000031700.11
ENSMUST00000093993.4	ENSMUSG00000060260	ENSMUSG00000060260.13
ENSMUST00000172136.8	ENSMUSG00000060260	ENSMUSG00000060260.13
ENSMUST00000046426.9	ENSMUSG00000032741	ENSMUSG00000032741.9
ENSMUST00000054946.9	ENSMUSG00000045744	ENSMUSG00000045744.11
ENSMUST00000238986.1	ENSMUSG00000045744	ENSMUSG00000045744.11
ENSMUST00000164508.1	ENSMUSG00000045744	ENSMUSG00000045744.11
ENSMUST00000016400.8	ENSMUSG00000016256	ENSMUSG00000016256.10
ENSMUST00000190178.6	ENSMUSG00000079583	ENSMUSG00000079583.9
ENSMUST00000114687.8	ENSMUSG00000079583	ENSMUSG00000079583.9
ENSMUST00000166562.2	ENSMUSG00000079583	ENSMUSG00000079583.9
ENSMUST00000022548.9	ENSMUSG00000021977	ENSMUSG00000021977.11
ENSMUST00000162674.7	ENSMUSG00000021977	ENSMUSG00000021977.11
ENSMUST00000159858.1	ENSMUSG00000021977	ENSMUSG00000021977.11
ENSMUST00000162271.1	ENSMUSG00000021977	ENSMUSG00000021977.11
ENSMUST00000024897.9	ENSMUSG00000024091	ENSMUSG00000024091.9
ENSMUST00000232686.1	ENSMUSG00000024091	ENSMUSG00000024091.9
ENSMUST00000040692.8	ENSMUSG00000039110	ENSMUSG00000039110.15
ENSMUST00000239238.1	ENSMUSG00000039110	ENSMUSG00000039110.15
ENSMUST00000093945.9	ENSMUSG00000039110	ENSMUSG00000039110.15
ENSMUST00000029140.11	ENSMUSG00000027611	ENSMUSG00000027611.12
ENSMUST00000132608.1	ENSMUSG00000027611	ENSMUSG00000027611.12
ENSMUST00000105011.3	ENSMUSG00000078213	ENSMUSG00000078213.3
ENSMUST00000133076.6	ENSMUSG00000026623	ENSMUSG00000026623.16
ENSMUST00000110855.7	ENSMUSG00000026623	ENSMUSG00000026623.16
ENSMUST00000110856.7	ENSMUSG00000026623	ENSMUSG00000026623.16
ENSMUST00000130876.1	ENSMUSG00000026623	ENSMUSG00000026623.16
ENSMUST00000054220.9	ENSMUSG00000045128	ENSMUSG00000045128.9
ENSMUST00000212796.1	ENSMUSG00000045128	ENSMUSG00000045128.9
ENSMUST00000212709.1	ENSMUSG00000045128	ENSMUSG00000045128.9
ENSMUST00000212494.1	ENSMUSG00000045128	ENSMUSG00000045128.9
ENSMUST00000212378.1	ENSMUSG00000045128	ENSMUSG00000045128.9
ENSMUST00000110893.9	ENSMUSG00000026632	ENSMUSG00000026632.17
ENSMUST00000085633.11	ENSMUSG00000026632	ENSMUSG00000026632.17
ENSMUST00000110891.7	ENSMUSG00000026632	ENSMUSG00000026632.17
ENSMUST00000027945.5	ENSMUSG00000026632	ENSMUSG00000026632.17
ENSMUST00000150384.2	ENSMUSG00000087075	ENSMUSG00000087075.2
ENSMUST00000238503.1	ENSMUSG00000118483	ENSMUSG00000118483.1
ENSMUST00000231973.1	ENSMUSG00000022864	ENSMUSG00000022864.14
ENSMUST00000232052.1	ENSMUSG00000022864	ENSMUSG00000022864.14
ENSMUST00000114220.8	ENSMUSG00000022864	ENSMUSG00000022864.14
ENSMUST00000114219.7	ENSMUSG00000022864	ENSMUSG00000022864.14
ENSMUST00000232528.1	ENSMUSG00000022864	ENSMUSG00000022864.14
ENSMUST00000114218.1	ENSMUSG00000022864	ENSMUSG00000022864.14
ENSMUST00000231272.1	ENSMUSG00000022864	ENSMUSG00000022864.14
ENSMUST00000234941.1	ENSMUSG00000024142	ENSMUSG00000024142.15
ENSMUST00000179163.2	ENSMUSG00000024142	ENSMUSG00000024142.15
ENSMUST00000070888.13	ENSMUSG00000024142	ENSMUSG00000024142.15
ENSMUST00000234686.1	ENSMUSG00000024142	ENSMUSG00000024142.15
ENSMUST00000234543.1	ENSMUSG00000024142	ENSMUSG00000024142.15
ENSMUST00000234335.1	ENSMUSG00000024142	ENSMUSG00000024142.15
ENSMUST00000234147.1	ENSMUSG00000024142	ENSMUSG00000024142.15
ENSMUST00000001258.14	ENSMUSG00000001228	ENSMUSG00000001228.14
ENSMUST00000113038.7	ENSMUSG00000001228	ENSMUSG00000001228.14
ENSMUST00000113035.7	ENSMUSG00000001228	ENSMUSG00000001228.14
ENSMUST00000113039.8	ENSMUSG00000001228	ENSMUSG00000001228.14
ENSMUST00000142387.1	ENSMUSG00000001228	ENSMUSG00000001228.14
ENSMUST00000208660.1	ENSMUSG00000025900	ENSMUSG00000025900.13
ENSMUST00000027032.5	ENSMUSG00000025900	ENSMUSG00000025900.13
ENSMUST00000025054.9	ENSMUSG00000024215	ENSMUSG00000024215.14
ENSMUST00000114870.8	ENSMUSG00000024215	ENSMUSG00000024215.14
ENSMUST00000138970.2	ENSMUSG00000024215	ENSMUSG00000024215.14
ENSMUST00000167489.1	ENSMUSG00000024215	ENSMUSG00000024215.14
ENSMUST00000089688.5	ENSMUSG00000000957	ENSMUSG00000000957.11
ENSMUST00000225641.1	ENSMUSG00000000957	ENSMUSG00000000957.11
ENSMUST00000196155.1	ENSMUSG00000000957	ENSMUSG00000000957.11
ENSMUST00000115562.8	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000167457.7	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000169558.7	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000080386.12	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000163348.7	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000164825.7	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000164799.7	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000169269.7	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000164250.1	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000166005.7	ENSMUSG00000059475	ENSMUSG00000059475.13
ENSMUST00000125817.7	ENSMUSG00000054520	ENSMUSG00000054520.15
ENSMUST00000067638.13	ENSMUSG00000054520	ENSMUSG00000054520.15
ENSMUST00000101316.9	ENSMUSG00000054520	ENSMUSG00000054520.15
ENSMUST00000118545.7	ENSMUSG00000054520	ENSMUSG00000054520.15
ENSMUST00000179943.2	ENSMUSG00000054520	ENSMUSG00000054520.15
ENSMUST00000172107.7	ENSMUSG00000022403	ENSMUSG00000022403.15
ENSMUST00000023039.14	ENSMUSG00000022403	ENSMUSG00000022403.15
ENSMUST00000165582.1	ENSMUSG00000022403	ENSMUSG00000022403.15
ENSMUST00000163382.1	ENSMUSG00000022403	ENSMUSG00000022403.15
ENSMUST00000169204.1	ENSMUSG00000022403	ENSMUSG00000022403.15
ENSMUST00000032238.4	ENSMUSG00000096630	ENSMUSG00000096630.2
ENSMUST00000215392.1	ENSMUSG00000092077	ENSMUSG00000092077.2
ENSMUST00000214376.1	ENSMUSG00000092077	ENSMUSG00000092077.2
ENSMUST00000058046.5	ENSMUSG00000092077	ENSMUSG00000092077.2
ENSMUST00000002081.5	ENSMUSG00000002007	ENSMUSG00000002007.5
ENSMUST00000106194.7	ENSMUSG00000044034	ENSMUSG00000044034.11
ENSMUST00000106195.2	ENSMUSG00000044034	ENSMUSG00000044034.11
ENSMUST00000061309.4	ENSMUSG00000044034	ENSMUSG00000044034.11
ENSMUST00000069937.10	ENSMUSG00000029403	ENSMUSG00000029403.14
ENSMUST00000086978.11	ENSMUSG00000029403	ENSMUSG00000029403.14
ENSMUST00000113143.7	ENSMUSG00000029403	ENSMUSG00000029403.14
ENSMUST00000113140.4	ENSMUSG00000029403	ENSMUSG00000029403.14
ENSMUST00000201357.1	ENSMUSG00000029403	ENSMUSG00000029403.14
ENSMUST00000066558.3	ENSMUSG00000053868	ENSMUSG00000053868.4
ENSMUST00000022102.8	ENSMUSG00000021610	ENSMUSG00000021610.8
ENSMUST00000114747.8	ENSMUSG00000062372	ENSMUSG00000062372.13
ENSMUST00000074171.9	ENSMUSG00000062372	ENSMUSG00000062372.13
ENSMUST00000041730.11	ENSMUSG00000038765	ENSMUSG00000038765.14
ENSMUST00000176067.1	ENSMUSG00000038765	ENSMUSG00000038765.14
ENSMUST00000239476.1	ENSMUSG00000038765	ENSMUSG00000038765.14
ENSMUST00000044106.5	ENSMUSG00000039067	ENSMUSG00000039067.5
ENSMUST00000026617.12	ENSMUSG00000025537	ENSMUSG00000025537.12
ENSMUST00000154932.2	ENSMUSG00000025537	ENSMUSG00000025537.12
ENSMUST00000140667.1	ENSMUSG00000025537	ENSMUSG00000025537.12
ENSMUST00000217590.1	ENSMUSG00000091531	ENSMUSG00000091531.2
ENSMUST00000169373.1	ENSMUSG00000091531	ENSMUSG00000091531.2
ENSMUST00000027777.11	ENSMUSG00000026496	ENSMUSG00000026496.11
ENSMUST00000194434.1	ENSMUSG00000026496	ENSMUSG00000026496.11
ENSMUST00000195560.1	ENSMUSG00000026496	ENSMUSG00000026496.11
ENSMUST00000109616.8	ENSMUSG00000053411	ENSMUSG00000053411.16
ENSMUST00000089293.10	ENSMUSG00000053411	ENSMUSG00000053411.16
ENSMUST00000109615.7	ENSMUSG00000053411	ENSMUSG00000053411.16
ENSMUST00000146719.8	ENSMUSG00000053411	ENSMUSG00000053411.16
ENSMUST00000128931.7	ENSMUSG00000053411	ENSMUSG00000053411.16
ENSMUST00000132821.7	ENSMUSG00000053411	ENSMUSG00000053411.16
ENSMUST00000177044.1	ENSMUSG00000053411	ENSMUSG00000053411.16
ENSMUST00000233710.1	ENSMUSG00000117338	ENSMUSG00000117338.1
ENSMUST00000025547.3	ENSMUSG00000024645	ENSMUSG00000024645.5
ENSMUST00000232873.1	ENSMUSG00000024217	ENSMUSG00000024217.10
ENSMUST00000233752.1	ENSMUSG00000024217	ENSMUSG00000024217.10
ENSMUST00000233657.1	ENSMUSG00000024217	ENSMUSG00000024217.10
ENSMUST00000071006.8	ENSMUSG00000024217	ENSMUSG00000024217.10
ENSMUST00000173472.2	ENSMUSG00000049618	ENSMUSG00000049618.6
ENSMUST00000058826.4	ENSMUSG00000049618	ENSMUSG00000049618.6
ENSMUST00000178766.2	ENSMUSG00000095858	ENSMUSG00000095858.4
ENSMUST00000215398.1	ENSMUSG00000095858	ENSMUSG00000095858.4
ENSMUST00000049420.3	ENSMUSG00000035522	ENSMUSG00000035522.3
ENSMUST00000025635.7	ENSMUSG00000024729	ENSMUSG00000024729.7
ENSMUST00000215518.1	ENSMUSG00000094884	ENSMUSG00000094884.3
ENSMUST00000114000.7	ENSMUSG00000045103	ENSMUSG00000045103.19
ENSMUST00000239269.1	ENSMUSG00000045103	ENSMUSG00000045103.19
ENSMUST00000239019.1	ENSMUSG00000045103	ENSMUSG00000045103.19
ENSMUST00000113992.2	ENSMUSG00000045103	ENSMUSG00000045103.19
ENSMUST00000113991.7	ENSMUSG00000045103	ENSMUSG00000045103.19
ENSMUST00000009340.9	ENSMUSG00000026536	ENSMUSG00000026536.9
ENSMUST00000027861.5	ENSMUSG00000026574	ENSMUSG00000026574.5
ENSMUST00000124737.7	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000112010.8	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000090802.10	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000055833.11	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000112007.7	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000112016.8	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000136958.7	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000154456.7	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000128531.7	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000100009.10	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000112017.7	ENSMUSG00000027104	ENSMUSG00000027104.18
ENSMUST00000071852.9	ENSMUSG00000056941	ENSMUSG00000056941.17
ENSMUST00000109782.1	ENSMUSG00000056941	ENSMUSG00000056941.17
ENSMUST00000192615.5	ENSMUSG00000032562	ENSMUSG00000032562.13
ENSMUST00000055704.11	ENSMUSG00000032562	ENSMUSG00000032562.13
ENSMUST00000193394.1	ENSMUSG00000032562	ENSMUSG00000032562.13
ENSMUST00000192837.1	ENSMUSG00000032562	ENSMUSG00000032562.13
ENSMUST00000193876.1	ENSMUSG00000032562	ENSMUSG00000032562.13
ENSMUST00000027860.7	ENSMUSG00000026573	ENSMUSG00000026573.7
ENSMUST00000035515.4	ENSMUSG00000072791	ENSMUSG00000072791.11
ENSMUST00000128119.1	ENSMUSG00000045039	ENSMUSG00000045039.9
ENSMUST00000041466.13	ENSMUSG00000034173	ENSMUSG00000034173.13
ENSMUST00000077320.2	ENSMUSG00000034173	ENSMUSG00000034173.13
ENSMUST00000037235.6	ENSMUSG00000042631	ENSMUSG00000042631.7
ENSMUST00000034272.8	ENSMUSG00000031813	ENSMUSG00000031813.8
ENSMUST00000089469.6	ENSMUSG00000068252	ENSMUSG00000068252.6
ENSMUST00000229434.1	ENSMUSG00000068252	ENSMUSG00000068252.6
ENSMUST00000062638.7	ENSMUSG00000051728	ENSMUSG00000051728.7
ENSMUST00000170422.3	ENSMUSG00000070354	ENSMUSG00000070354.13
ENSMUST00000053318.3	ENSMUSG00000049349	ENSMUSG00000049349.3
ENSMUST00000025050.12	ENSMUSG00000024213	ENSMUSG00000024213.14
ENSMUST00000231742.1	ENSMUSG00000024213	ENSMUSG00000024213.14
ENSMUST00000114886.7	ENSMUSG00000024213	ENSMUSG00000024213.14
ENSMUST00000156429.8	ENSMUSG00000024213	ENSMUSG00000024213.14
ENSMUST00000062397.12	ENSMUSG00000024213	ENSMUSG00000024213.14
ENSMUST00000176876.7	ENSMUSG00000024213	ENSMUSG00000024213.14
